db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02610,0,,A,,Bautzen,BZ,14625,
,02619,0,,A,,Bautzen,BZ,14625,
,02620,0,,A,,Bautzen,BZ,14625,
,02621,0,,A,,Bautzen,BZ,14625,
,02625,0,ZS,A,,Bautzen,BZ,14625,
,02627,0,ZS,A,,Hochkirch,BZ,14625,
,02627,0,ZS,A,,Radibor,BZ,14625,
,02627,0,ZS,A,,KubschÃ¼tz,BZ,14625,
,02627,0,ZS,A,,WeiÃenberg,BZ,14625,
,02633,0,ZS,A,,GÃ¶da,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02633,0,ZS,A,,WeiÃnauÃlitz,BZ,14625,
,02633,0,ZS,A,,GauÃig,BZ,14625,
,02634,0,,A,,Bautzen,BZ,14625,
,02635,0,,A,,Bautzen,BZ,14625,
,02640,0,,A,,Bautzen,BZ,14625,
,02643,0,,A,,Bautzen,BZ,14625,
,02679,0,,A,,Wilthen,BZ,14625,
,02681,0,ZS,A,,Schirgiswalde-Kirschau,BZ,14625,
,02681,0,ZS,A,,Wilthen,BZ,14625,
,02684,0,,A,,Schirgiswalde-Kirschau,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02686,0,,A,,Sohland,BZ,14625,
,02689,0,ZS,A,,Sohland,BZ,14625,
,02692,0,ZS,A,,GroÃpostwitz/O.L.,BZ,14625,
,02692,0,ZS,A,,Obergurig,BZ,14625,
,02692,0,ZS,A,,Gnaschwitz,BZ,14625,
,02692,0,ZS,A,,Doberschau,BZ,14625,
,02693,0,,A,,GroÃdubrau,BZ,14625,
,02694,0,ZS,A,,GroÃdubrau,BZ,14625,
,02694,0,ZS,A,,Malschwitz,BZ,14625,
,02697,0,,A,,KÃ¶nigswartha,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02699,0,ZS,A,,Puschwitz,BZ,14625,
,02699,0,ZS,A,,KÃ¶nigswartha,BZ,14625,
,02699,0,ZS,A,,Neschwitz,BZ,14625,
,02701,0,,A,,LÃ¶bau,GR,14626,
,02702,0,,A,,LÃ¶bau,GR,14626,
,02703,0,,A,,LÃ¶bau,GR,14626,
,02704,0,,A,,LÃ¶bau,GR,14626,
,02708,0,ZS,A,,GroÃschweidnitz,GR,14626,
,02708,0,ZS,A,,DÃ¼rrhennersdorf,GR,14626,
,02708,0,ZS,A,,Lawalde,GR,14626,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02708,0,ZS,A,,Lawalde-Kleindehsa,GR,14626,
,02708,0,ZS,A,,Lawalde-Lauba,GR,14626,
,02708,0,ZS,A,,LÃ¶bau,GR,14626,
,02708,0,ZS,A,,Niedercunnersdorf,GR,14626,
,02708,0,ZS,A,,Obercunnersdorf,GR,14626,
