"db_einfuegemarke","key_hochschule","ueberkey","kurz_hochschule","druck_hochschule","text_hochschule","bund_hochschule","key_von","key_bis","habil_recht","land_hochschule","art","betriebsnummer","haupt_neben_kz","plz","ort"
,"5680  ",,,H Bremen                 ,H Bremen                                                                                                                                                                                                                                                       ,"5680",,,,,,,,,
,"5690  ",,,ISM Dortmund             ,ISM International School of Management (Priv. FH) Dortmund                                                                                                                                                                                                     ,"5690",,,,,,,,,
,"5691  ",,ISM DO M  ,ISM Dortmund in München  ,ISM International School of Management Dortmund in München (Priv. FH)                                                                                                                                                                                          ,"5691",,,N,,,,,,
,"5692  ",,ISM DO S  ,ISM Dortmund in Stuttgart,ISM International School of Management Dortmund in Stuttgart (Priv. FH)                                                                                                                                                                                        ,"5692",,,N,,,,,,
,"5693  ",,ISM DO K  ,ISM Dortmund in Köln     ,ISM International School of Management Dortmund in Köln (Priv. FH)                                                                                                                                                                                             ,"5693",,,N,,,,,,
,"5694  ",,ISM DO HH ,ISM Dortmund in Hamburg  ,ISM International School of Management Dortmund in Hamburg (Priv. FH)                                                                                                                                                                                          ,"5694",,,N,,,,,,
,"5695  ",,ISM DO F  ,ISM DO in Frankfurt      ,ISM International School of Management Dortmund in Frankfurt (Priv. FH)                                                                                                                                                                                        ,"5695",,,N,,,,,,
,"5696  ",,ISM DO B  ,ISM DO in Berlin         ,ISM International School of Management Dortmund in Berlin (Priv. FH)                                                                                                                                                                                           ,"5696",,,N,,,,,,
,"5701  ",,FH Bochum ,"FH Bochum,Abt.Gelsenkrchn",Westfälische H in Gelsenkirchen (FH)                                                                                                                                                                                                                           ,"5701",,,N,,,,,,
,"5702  ",,,FH Gelsenkirchen  Bocholt,Westfälische H in Bocholt (FH)                                                                                                                                                                                                                                 ,"5702",,,,,,,,,
,"5711  ",,FH Aachen ,"FH Aachen, Abt. Aachen   ","FH Aachen, Abt. Aachen                                                                                                                                                                                                                                         ","5711",,,N,,,,,,
,"5712  ",,FH Aachen ,"FH Aachen, Abt. Jülich   ","FH Aachen, Abt. Jülich                                                                                                                                                                                                                                         ","5712",,,N,,,,,,
,"5720  ",,,Internationale Bad Honnef,IU Internationale Hochschule Erfurt in Bad Honnef (Priv. FH)                                                                                                                                                                                                   ,"5720",,,,,,,,,
,"5721  ",,IUBH EF EF,IUBH Erfurt in Erfurt    ,IU Internationale Hochschule Erfurt in Erfurt (Priv. FH)                                                                                                                                                                                                       ,"5721",,,N,,,,,,
,"5722  ",,,"Bad Honnef-Bonn, Berlin  ",IU Internationale Hochschule Erfurt in Berlin (Priv. FH)                                                                                                                                                                                                       ,"5722",,,,,,,,,
,"5723  ",,IHS HB REI,IHS Honnef-B B.Reichenhal,IU Internationale Hochschule Erfurt in Bad Reichenhall (Priv. FH)                                                                                                                                                                                              ,"5723",,"2021-12-31",N,,,,,,
,"5724  ",,IHS HB M  ,IHS Honnef-B München     ,IU Internationale Hochschule Erfurt in München (Priv. FH)                                                                                                                                                                                                      ,"5724",,,N,,,,,,
,"5725  ",,IHS HB N  ,IHS Honnef-B Nürnberg    ,IU Internationale Hochschule Erfurt in Nürnberg (Priv. FH)                                                                                                                                                                                                     ,"5725",,,N,,,,,,
,"5726  ",,IHS HB DO ,IHS Honnef-B Dortmund    ,IU Internationale Hochschule Erfurt in Dortmund (Priv. FH)                                                                                                                                                                                                     ,"5726",,,N,,,,,,
,"5727  ",,IHS HB D  ,IHS Honnef-B Düsseldorf  ,IU Internationale Hochschule Erfurt in Düsseldorf (Priv. FH)                                                                                                                                                                                                   ,"5727",,,N,,,,,,
,"5728  ",,IHS HB MA ,IHS Honnef-B Mannheim    ,IU Internationale Hochschule Erfurt in Mannheim (Priv. FH)                                                                                                                                                                                                     ,"5728",,,N,,,,,,
,"5729  ",,IUBH EF H ,IUBH Erfurt in Hamburg   ,IU Internationale Hochschule Erfurt in Hamburg (Priv. FH)                                                                                                                                                                                                      ,"5729",,,N,,,,,,
,"572A  ",,IUBH EF F ,IUBH Erfurt in Frankfurt ,IU Internationale Hochschule Erfurt in Frankfurt (Priv. FH)                                                                                                                                                                                                    ,"572A",,,N,,,,,,
,"572B  ",,IU EF L   ,IU Erfurt in Leipzig     ,IU Internationale Hochschule Erfurt in Leipzig (Priv. FH)                                                                                                                                                                                                      ,"572B",,,N,,,,,,
,"572C  ",,IU ErfrtA ,"IU IntHS, Augsburg       ",IU Internationale Hochschule Erfurt in Augsburg (Priv.FH)                                                                                                                                                                                                      ,"572C",,,N,,,,,,
,"572D  ",,IU ErfrtMZ,"IU IntHS, Mainz          ",IU Internationale Hochschule Erfurt in Mainz (Priv. FH)                                                                                                                                                                                                        ,"572D",,,N,,,,,,
,"572E  ",,IU ErfrtDD,"IU IntHS, Dresden        ",IU Internationale Hochschule Erfurt in Dresden (Priv. FH)                                                                                                                                                                                                      ,"572E",,,N,,,,,,
,"572F  ",,IU ErfrtE ,"IU IntHS, Essen          ",IU Internationale Hochschule Erfurt in Essen (Priv.FH)                                                                                                                                                                                                         ,"572F",,,N,,,,,,
,"572G  ",,IU ErfrtK ,"IU IntHS, Köln           ",IU Internationale Hochschule Erfurt in Köln (Priv.FH)                                                                                                                                                                                                          ,"572G",,,N,,,,,,
,"572H  ",,IU ErfrtMS,"IU IntHS, Münster        ",IU Internationale Hochschule Erfurt in Münster (Priv. FH)                                                                                                                                                                                                      ,"572H",,,N,,,,,,
,"572J  ",,IU ErfrtHL,"IU IntHS, Lübeck         ",IU Internationale Hochschule Erfurt in Lübeck (Priv. FH)                                                                                                                                                                                                       ,"572J",,,N,,,,,,
,"572K  ",,IU ErfrtH ,"IU IntHS, Hannover       ",IU Internationale Hochschule Erfurt in Hannover (Priv.FH)                                                                                                                                                                                                      ,"572K",,,N,,,,,,
,"572L  ",,IU ErfrtS ,"IU IntHS, Stuttgart      ",IU Internationale Hochschule Erfurt in Stuttgart (Priv.FH)                                                                                                                                                                                                     ,"572L",,,N,,,,,,
,"572M  ",,IU ErfrtFR,"IU IntHS, Freiburg       ",IU Internationale Hochschule Erfurt in Freiburg (Priv. FH)                                                                                                                                                                                                     ,"572M",,,N,,,,,,
,"5731  ",,FH Bielefd,"FH Bielefeld, Abt.Bielefd","Hochschule Bielefeld (FH), Abt. Bielefeld                                                                                                                                                                                                                      ","5731",,,N,,,,,,
,"5732  ",,FH Bielefd,"FH Bielefeld, Abt. Minden","Hochschule Bielefeld (FH), Abt. Minden                                                                                                                                                                                                                         ","5732",,,N,,,,,,
,"5733  ",,,"FH Bielefeld, Gütersloh  ","Hochschule Bielefeld (FH), Abt. Gütersloh                                                                                                                                                                                                                      ","5733",,,,,,,,,
,"5750  ",,FH Bochum ,"FH Bochum, Abt. Bochum   ","FH Bochum, Abt. Bochum                                                                                                                                                                                                                                         ","5750",,,N,,,,,,
,"5751  ",,,"FH Bochum, Bochum        ",Hochschule Bochum FH in Bochum                                                                                                                                                                                                                                 ,"5751",,,,,,,,,
,"5752  ",,,"FH Bochum,  Velbert      ",Hochschule Bochum FH in Velbert/Heiligenhaus                                                                                                                                                                                                                   ,"5752",,,,,,,,,
,"5770  ",,FH Dortmd ,Fachhochschule Dortmund  ,Fachhochschule Dortmund                                                                                                                                                                                                                                        ,"5770",,,N,,,,,,
,"5780  ",,FH Düssldf,Fachhochschule Düsseldorf,H Düsseldorf (FH)                                                                                                                                                                                                                                              ,"5780",,,N,,,,,,
,"5800  ",,,"BITS, Iserlohn           ",University of Europe for Applied Sciences Potsdam in Iserlohn (Priv. FH)                                                                                                                                                                                       ,"5800",,,,,,,,,
,"5801  ",,UE P P    ,UE Potsdam in Potsdam    ,University of Europe for Applied Sciences Potsdam in Potsdam (Priv. FH)                                                                                                                                                                                        ,"5801",,,N,,,,,,
,"5802  ",,,"BITS Iserlohn, Berlin    ",University of Europe for Applied Sciences Potsdam in Berlin (Priv. FH)                                                                                                                                                                                         ,"5802",,,,,,,,,
,"5803  ",,,"BITS Iserlohn, Hamburg   ",University of Europe for Applied Sciences Potsdam in Hamburg (Priv. FH)                                                                                                                                                                                        ,"5803",,,,,,,,,
,"5811  ",,MärkFH Ise,Märkische FH AbtIserlohn ,Märkische FH AbtIserlohn                                                                                                                                                                                                                                       ,"5252",,"2015-12-31",N,,,,,,
,"5812  ",,MärkFH Hag,Märkische FH Abt. Hagen  ,Märkische FH Abt. Hagen                                                                                                                                                                                                                                        ,"5251",,"2015-12-31",N,,,,,,
,"5820  ",,,Mittelstandes  Bielefeld ,FH des Mittelstandes (FHM) in Bielefeld (Priv. FH)                                                                                                                                                                                                             ,"5820",,,,,,,,,
,"5821  ",,,FH Mittelstandes  Köln   ,FH des Mittelstandes (FHM) in Köln (Priv. FH)                                                                                                                                                                                                                  ,"5821",,,,,,,,,
,"5822  ",,,Mittelstandes Pulheim    ,FH des Mittelstandes (FHM) in Frechen (Priv. FH)                                                                                                                                                                                                               ,"5822",,,,,,,,,
,"5823  ",,,FHM in Rostock           ,FH des Mittelstandes (FHM) in Rostock (Priv. FH)                                                                                                                                                                                                               ,"5823",,,,,,,,,
,"5824  ",,,FHM in Schwerin          ,FH des Mittelstandes (FHM) in Schwerin (Priv. FH)                                                                                                                                                                                                              ,"5824",,,,,,,,,
,"5825  ",,,FHM in Hannover          ,FH des Mittelstandes (FHM) in Hannover (Priv. FH)                                                                                                                                                                                                              ,"5825",,,,,,,,,
,"5826  ",,,FHM in Bamberg           ,FH des Mittelstandes (FHM) in Bamberg (Priv. FH)                                                                                                                                                                                                               ,"5826",,,,,,,,,
,"5827  ",,FHM Berlin,FHM in Berlin            ,FH des Mittelstandes (FHM) in Berlin (Priv. FH)                                                                                                                                                                                                                ,"5827",,,N,,,,,,
,"5831  ",,FH Köln   ,"FH Köln, Abt. Köln       ",Technische Hochschule Köln in Köln (FH)                                                                                                                                                                                                                        ,"5831",,,N,,,,,,
,"5832  ",,FH Köln   ,"FH Köln, Abt. Gummersbach",Technische Hochschule Köln in Gummersbach (FH)                                                                                                                                                                                                                 ,"5832",,,N,,,,,,
,"5833  ",,,"FH Köln, Abt. Leverkusen ",Technische Hochschule Köln in Leverkusen (FH)                                                                                                                                                                                                                  ,"5833",,,,,,,,,
,"5841  ",,FH Niedrhn,"FH Niederrhein,Abt. Krefd",H Niederrhein in Krefeld (FH)                                                                                                                                                                                                                                  ,"5841",,,N,,,,,,
,"5842  ",,FH Niedrhn,"FH Niederrhein,Abt. Mnglb",H Niederrhein in Mönchengladbach (FH)                                                                                                                                                                                                                          ,"5842",,,N,,,,,,
,"5861  ",,FH Lippe  ,"FH Lippe, Abt. Lemgo     ",TH Ostwestfalen-Lippe in Lemgo (FH)                                                                                                                                                                                                                            ,"5861",,,N,,,,,,
,"5862  ",,FH Lippe  ,"FH Lippe, Abt. Detmold   ",TH Ostwestfalen-Lippe in Detmold (FH)                                                                                                                                                                                                                          ,"5862",,,N,,,,,,
,"5863  ",,,Ostwestfalen  Höxter     ,TH Ostwestfalen-Lippe in Höxter (FH)                                                                                                                                                                                                                           ,"5863",,,,,,,,,
,"5891  ",,FH Münster,"FH Münster, Abt. Münster ","FH Münster, Abt. Münster                                                                                                                                                                                                                                       ","5891",,,N,,,,,,
,"5892  ",,FH Münster,"FH Münster, Abt.Steinfurt","FH Münster, Abt.Steinfurt                                                                                                                                                                                                                                      ","5892",,,N,,,,,,
,"5901  ",,,FH Wirt. Paderborn       ,"Priv. FH der Wirtschaft Paderborn, Abt. Paderborn                                                                                                                                                                                                              ","5901",,,,,,,,,
,"5902  ",,,PrivFH Bergisch-Gladbach ,"Priv. FH der Wirtschaft Paderborn, Abt. Bergisch-Gladbach                                                                                                                                                                                                      ","5902",,,,,,,,,
,"5904  ",,,Wirt Paderborn  Bielefeld,"Priv. FH der Wirtschaft Paderborn, Abt. Bielefeld                                                                                                                                                                                                              ","5904",,,,,,,,,
,"5905  ",,,Wirt. Paderborn  Mettmann,"Priv. FH der Wirtschaft Paderborn, Abt. Mettmann                                                                                                                                                                                                               ","5905",,,,,,,,,
,"5980  ",,PrFHBgb BO,Priv. FH f.Bergbau Bochum,TH Georg Agricola Bochum (Priv. FH)                                                                                                                                                                                                                            ,"5980",,,N,,,,,,
,"5990  ",,RhnFH Köln,Rheini. FH Köln          ,Priv. Rheinische FH Köln in Köln                                                                                                                                                                                                                               ,"5990",,,N,,,,,,
,"5991  ",,,Priv. Rheinische FH Neus ,Priv. Rheinische FH Köln in Neuss                                                                                                                                                                                                                              ,"5991",,"2024-12-31",,,,,,,
,"6000  ",,EvFHRhlWfL,"Ev.FH Rhl-Wf-Li,Abt.Bochm","Ev.FH Rhl-Wf-Li,Abt.Bochm                                                                                                                                                                                                                                      ","6000",,,N,,,,,,
,"6031  ",,KathFH NWf,"Kath.FH NWf,Abt. Köln    ","Kath.FH NWf,Abt. Köln                                                                                                                                                                                                                                          ","6031",,,N,,,,,,
,"6032  ",,KathFH NWf,"Kath.FH NWf,Abt. Aachen  ","Kath.FH NWf,Abt. Aachen                                                                                                                                                                                                                                        ","6032",,,N,,,,,,
,"6033  ",,KathFH NWf,"Kath.FH NWf,Abt. Münster ","Kath.FH NWf,Abt. Münster                                                                                                                                                                                                                                       ","6033",,,N,,,,,,
,"6034  ",,KathFH NWf,"Kath.FH NWf,Abt.Paderborn","Kath.FH NWf,Abt.Paderborn                                                                                                                                                                                                                                      ","6034",,,N,,,,,,
,"6071  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt.Gelsenk",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Gelsenkirchen (VerwFH)                                                                                                                                                                ,"6071",,,N,,,,,,
,"6072  ",,FH öVw NWf,"Öff. Verw. NW, Dortmund  ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Dortmund (VerwFH)                                                                                                                                                                     ,"6072",,,N,,,,,,
,"6073  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt.Düsseld","FH öff.Vw.NWf,Abt.Düsseld                                                                                                                                                                                                                                      ","6073",,,N,,,,,,
,"6074  ",,FH öVw NWf,"FH öff.Vw.Nwf,Abt.Duisbg ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Duisburg (VerwFH)                                                                                                                                                                     ,"6074",,,N,,,,,,
,"6075  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt. Hagen ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Hagen (VerwFH)                                                                                                                                                                        ,"6075",,,N,,,,,,
,"6076  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt. Köln  ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Köln (VerwFH)                                                                                                                                                                         ,"6076",,,N,,,,,,
,"6077  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt.Münster",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Münster (VerwFH)                                                                                                                                                                      ,"6077",,,N,,,,,,
,"6078  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt. Soest ","FH öff.Vw.NWf,Abt. Soest                                                                                                                                                                                                                                       ","6071",,"2015-12-31",N,,,,,,
,"6079  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt.Wuppert","FH öff.Vw.NWf,Abt.Wuppert                                                                                                                                                                                                                                      ","6071",,"2015-12-31",N,,,,,,
,"607A  ",,FH öVw NWf,"FH öff.Vw.NWf,Abt.Bielefd",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Bielefeld (VerwFH)                                                                                                                                                                    ,"607A",,,N,,,,,,
,"607B  ",,,"Öff. Verw. NW, Mülheim   ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Mülheim (VerwFH)                                                                                                                                                                      ,"607B",,"2022-12-31",,,,,,,
,"607C  ",,VerwFH AC ,"VerwFH NW, Aachen        ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Aachen (VerwFH)                                                                                                                                                                       ,"607C",,,N,,,,,,
,"607D  ",,VerwFH HER,"VerwFH NW, Aachen        ",Hochschule für Polizei und öffentliche Verwaltung Nordrhein-Westfalen in Herne (VerwFH)                                                                                                                                                                        ,"607D",,"2022-12-31",N,,,,,,
,"6180  ",,,Rechtspf Bad Münstereifel,"FH für Rechtspflege NW, Bad Münstereifel                                                                                                                                                                                                                       ","6180",,,,,,,,,
,"6190  ",,FH Fin NWf,"FH Fin NWf, Nordkirchen  ",Hochschule für Finanzen Nordrhein-Westfalen in Nordkirchen (VerwFH)                                                                                                                                                                                            ,"6190",,,N,,,,,,
,"6202  ",,FHdB öVw  ,"FHdB öff.Verw., Berlin   ","FHdB öff.Verw., Berlin                                                                                                                                                                                                                                         ","6202",,,N,,,,,,
,"6203  ",,,Wetterdienst in Langen   ,"Hochschule des Bundes für öffentliche Verwaltung, FB Wetterdienst in Langen                                                                                                                                                                                    ","6203",,,,,,,,,
,"6204  ",,FHdB öVw  ,"FHdB öff.Verw., Dieburg  ","FHdB öff.Verw., Dieburg                                                                                                                                                                                                                                        ","6204",,,N,,,,,,
,"6205  ",,FHdB öVw  ,"FHdB öff.Verw., Bonn     ","FHdB öff.Verw., Bonn                                                                                                                                                                                                                                           ","6071",,"2015-12-31",N,,,,,,
,"6206  ",,FHdB öVwKö,"FHdB öf.Vw,Al.in.Vw Köln ","FHdB öf.Vw,Al.in.Vw Köln                                                                                                                                                                                                                                       ","6206",,,N,,,,,,
,"6207  ",,,Verfassungsschutz Brühl  ,"Hochschule des Bundes für öffentl. Verwaltung, FB Nachrichtendienste, Abt. Verfassungsschutz in Brühl                                                                                                                                                          ","6207",,"2021-12-31",,,,,,,
,"6208  ",,,öff. Finanzen Münster    ,"Hochschule des Bundes für öffentliche Verwaltung, FB Finanzen in Münster                                                                                                                                                                                       ","6208",,,,,,,,,
,"6209  ",,FHdB öVw  ,"FHdB öff.Verw., Mainz    ","FHdB öff.Verw., Mainz                                                                                                                                                                                                                                          ","6209",,,N,,,,,,
,"620A  ",,FHdB öVw  ,"FHdB öff.Verw.,Mannheim A","FHdB öff.Verw.,Mannheim A                                                                                                                                                                                                                                      ","0060",,"2015-12-31",N,,,,,,
,"620B  ",,FHdB öVw  ,"FHdB öff.Verw.,Mannheim B","FHdB öff.Verw.,Mannheim B                                                                                                                                                                                                                                      ","620B",,,N,,,,,,
,"620F  ",,HS Bund B ,HS Bund NachrichtenD B   ,"Hochschule des Bundes für öffentliche Verwaltung, FB Nachrichtendienste in Berlin                                                                                                                                                                              ","620F",,,N,,,,,,
,"6210  ",,FH Darmstd,Fachhochschule Darmstadt ,Fachhochschule Darmstadt                                                                                                                                                                                                                                       ,"6210",,,N,,,,,,
,"6211  ",,,h_da Darmstadt           ,h_da - H Darmstadt in Darmstadt (FH)                                                                                                                                                                                                                           ,"6211",,,,,,,,,
,"6212  ",,,Darmstadt Dieburg        ,h_da - H Darmstadt in Dieburg (FH)                                                                                                                                                                                                                             ,"6212",,,,,,,,,
,"6220  ",,FH Frankft,FH Frankfurt am Main     ,FH Frankfurt am Main                                                                                                                                                                                                                                           ,"6220",,,N,,,,,,
,"6231  ",,FH Gießen ,Fachhochschule Gießen    ,Fachhochschule Gießen                                                                                                                                                                                                                                          ,"6231",,,N,,,,,,
,"6232  ",,,THM in Friedberg         ,Technische Hochschule Mittelhessen (THM) in Friedberg                                                                                                                                                                                                          ,"6232",,,,,,,,,
,"6233  ",,,THM in Wetzlar           ,Technische Hochschule Mittelhessen (THM) in Wetzlar                                                                                                                                                                                                            ,"6233",,,,,,,,,
,"6243  ",,,"HS RheinMain, Rüsselsheim","Hochschule RheinMain, Rüsselsheim                                                                                                                                                                                                                              ","6243",,,,,,,,,
,"6244  ",,FH Wiesbad,Fachhochschule Wiesbaden ,Fachhochschule Wiesbaden                                                                                                                                                                                                                                       ,"6244",,,N,,,,,,
,"6260  ",,FHdDBP Dbg,FH der DBP Dieburg       ,FH der DBP Dieburg                                                                                                                                                                                                                                             ,"6212",,"2015-12-31",N,,,,,,
,"6270  ",,EvFH Darm ,Ev. FH Darmstadt         ,Ev. FH Darmstadt                                                                                                                                                                                                                                               ,"6271",,"2016-12-31",N,,,,,,
,"6271  ",,,"EHD, Darmstadt           ",Evangelische Hochschule Darmstadt (EHD) in Darmstadt (FH)                                                                                                                                                                                                      ,"6271",,,,,,,,,
,"6272  ",,,"EHD, Schwalmstadt        ",Evangelische Hochschule Darmstadt (EHD) in Schwalmstadt (FH)                                                                                                                                                                                                   ,"6272",,,,,,,,,
,"6280  ",,FH Fres WI,FH Fresenius Wiesbaden   ,FH Fresenius Wiesbaden                                                                                                                                                                                                                                         ,"6281",,"2015-12-31",N,,,,,,
,"6281  ",,,HS Fresenius Idstein     ,Hochschule Fresenius Idstein in Idstein (Priv. FH)                                                                                                                                                                                                             ,"6281",,,,,,,,,
,"6282  ",,,Fresenius Idstein Köln   ,Hochschule Fresenius Idstein in Köln (Priv. FH)                                                                                                                                                                                                                ,"6282",,,,,,,,,
,"6284  ",,,HS Fresenius München     ,Hochschule Fresenius Idstein in München (Priv. FH)                                                                                                                                                                                                             ,"6284",,,,,,,,,
,"6285  ",,,HS Fresenius Hamburg     ,Hochschule Fresenius Idstein in Hamburg (Priv. FH)                                                                                                                                                                                                             ,"6285",,,,,,,,,
,"6286  ",,,HS Idstein Frankfurt     ,Hochschule Fresenius Idstein in Frankfurt (Priv. FH)                                                                                                                                                                                                           ,"6286",,,,,,,,,
,"6287  ",,,Fresenius Idstein Berlin ,Hochschule Fresenius Idstein in Berlin (Priv. FH)                                                                                                                                                                                                              ,"6287",,,,,,,,,
,"6288  ",,,"Fresenius Idstein, Düssel",Hochschule Fresenius Idstein in Düsseldorf (Priv. FH)                                                                                                                                                                                                          ,"6288",,,,,,,,,
,"6289  ",,HS-Fres WB,HS-Fres Idstein WiesB    ,Hochschule Fresenius Idstein in Wiesbaden (Priv. FH)                                                                                                                                                                                                           ,"6289",,,N,,,,,,
,"6290  ",,FH Fulda  ,Fachhochschule Fulda     ,Fachhochschule Fulda                                                                                                                                                                                                                                           ,"6290",,,N,,,,,,
,"6310  ",,FHBibl Frk,FH Bibliotheksw.Frankfurt,FH Bibliotheksw.Frankfurt                                                                                                                                                                                                                                      ,"6310",,,N,,,,,,
,"6320  ",,FHAchiv MR,FH Archivw. Marburg/Lahn ,FH Archivw. Marburg/Lahn                                                                                                                                                                                                                                       ,"6320",,,N,,,,,,
,"6330  ",,VwFH Rotnb,Verw.-FH Rotenburg       ,Verw.-FH Rotenburg                                                                                                                                                                                                                                             ,"6330",,,N,,,,,,
,"6342  ",,,VerwFH Wiesbaden Mühlheim,Hessische H für öffentliches Management und Sicherheit Wiesbaden in Mühlheim (VerwFH)                                                                                                                                                                          ,"6342",,,,,,,,,
,"6343  ",,,"VerwFH Wiesbaden,  Gießen",Hessische H für öffentliches Management und Sicherheit Wiesbaden in Gießen (VerwFH)                                                                                                                                                                            ,"6343",,,,,,,,,
,"6344  ",,,"VerwFH Wiesbaden,  Kassel",Hessische H für öffentliches Management und Sicherheit Wiesbaden in Kassel (VerwFH)                                                                                                                                                                            ,"6344",,,,,,,,,
,"6345  ",,VwFH Wiesb,Verw.-FH Wiesbaden       ,Hessische H für öffentliches Management und Sicherheit Wiesbaden in Wiesbaden (VerwFH)                                                                                                                                                                         ,"6345",,,N,,,,,,
,"6360  ",,,Unfallvers. Bad Hersfeld ,"H der Deutschen Gesetzlichen Unfallversicherung, Bad Hersfeld (Priv. FH)                                                                                                                                                                                       ","6360",,,,,,,,,
,"6370  ",,,Frankfurt HfB            ,Frankfurt School of Finance & Management-HfB (Priv. H)                                                                                                                                                                                                         ,"6370",,,,,,,,,
,"6380  ",,,Rechtspflege Meißen      ,FH für öffentliche Verwaltung und Rechtspflege Meißen                                                                                                                                                                                                          ,"6380",,,,,,,,,
,"6390  ",,,Will. Büchner Darmstadt  ,Wilhelm Büchner Hochschule Darmstadt (Priv. Fern-FH)                                                                                                                                                                                                           ,"6390",,,,,,,,,
,"6401  ",,,DIPLOMA Bad Sooden       ,"DIPLOMA-FH Nordhessen, Abt. Bad Sooden-Allendorf (Priv. FH)                                                                                                                                                                                                    ","6401",,,,,,,,,
,"6402  ",,,DIPLOMANordhessen Kassel ,"DIPLOMA-FH Nordhessen, Abt. Kassel (Priv. FH)                                                                                                                                                                                                                  ","6402",,,,,,,,,
,"6411  ",,,EUFH Rhein/Erft in Brühl ,Europäische FH (EUFH) Rhein/Erft in Brühl (Priv. FH)                                                                                                                                                                                                           ,"6411",,"2017-12-31",J,,,,,,
